"","caseid","startmonth","startday","startyear","endmonth","endday","endyear","ongoingasofmonth","ongoingasofday","ongoingasofyear","sender1","sender2","sender3","sender4","sender5","primarysender","targetstate","institution","institutionid","targetinstitution","otherinstitution","issue1","issue2","issue3","otherissue","threat","threatid1","threatid2","threatid3","sanctiontypethreat","othersanctiontypethreatened","bspecif","scommit","threatenedtargetinterest","dsanctions","carrots","anticipatedtargetcosts","anticipatedtargetcostsfigureifav","tcurrency","tyearofestimate","anticipatedsendercosts","scurrency","syearofestimate","imposition","sancimpositionstartmonth","sancimpositionstartday","sancimpositionstartyear","sanctionidentity","sanctiontype","othersanctiontype","implementationofdiplomaticsancti","carrotsduringsanction","carrotvalue","carrotcurrency","carrotyear","targetcosts","targeteconomiccostsfigure","targeteconomiccostscurrency","targeteconomiccostsyear","sendercosts","sendereconomiccostsfigure","sendereconomiccostscurrency","sendereconomiccostsyear","finaloutcome","settlementnaturesender","settlementnaturetarget","anticipatedtargetcosts_z","targetcosts_z","sendereconomiccostsfigure_z","Severity","senders_combined"
"1008",1996032701,3,27,1996,NA,NA,1998,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"India",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,"7505","million dollars",1996,1,NA,NA,1,3,"27","1996","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,4,6,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1009",1996032702,3,27,1996,NA,NA,NA,5,NA,1999,"United States of America",NA,NA,NA,NA,2,"Thailand",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,"7505","million dollars",1996,1,NA,NA,1,3,"27","1996","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1010",1996032703,3,27,1996,NA,NA,NA,5,2,2001,"United States of America",NA,NA,NA,NA,2,"Pakistan",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,"7505","million dollars",1996,1,NA,NA,1,3,"27","1996","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1011",1996032704,3,27,1996,NA,NA,NA,6,15,2001,"United States of America",NA,NA,NA,NA,2,"Malaysia",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,"7505","million dollars",1996,1,NA,NA,1,3,"27","1996","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1012",1996032705,3,27,1996,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Brazil",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,"7505","million dollars",1996,1,NA,NA,1,3,"27","1996","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1013",1996032706,3,27,1996,NA,NA,NA,3,6,2003,"United States of America",NA,NA,NA,NA,2,"Venezuela",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,"7505","million dollars",1996,1,NA,NA,1,3,"27","1996","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1014",1996032801,3,28,1996,6,18,1996,NA,NA,NA,"China",NA,NA,NA,NA,710,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"1 4 10",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,-0.491732492808361,NA,NA,-0.491732492808361,"China"
"1015",1996049901,4,NA,1996,5,18,1998,NA,NA,NA,"France",NA,NA,NA,NA,220,"United States of America",1,"1830",0,NA,13,NA,NA,"d'amato/helms-burton",1,5,8,NA,"1",NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,"France"
"1016",1996052301,5,23,1996,7,19,1996,NA,NA,NA,"United States of America","Russia","United Kingdom",NA,NA,2,"Yugoslavia",1,"4400",NA,"International Civil Administration for Bos",3,NA,NA,"Remove Karadzic from office",1,4,7,NA,"2",NA,2,3,"1",NA,NA,3,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,2,3.52602493658318,NA,NA,3.52602493658318,"United States of America,Russia,United Kingdom"
"1017",1996052801,5,28,1996,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Mexico",0,NA,NA,NA,7,13,NA,"TRADE WITH CUBA",1,3,6,NA,NA,"PROVISIONS FOR LAWSUITS",2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"19","1996","2","8","PROVISION FOR LAWSUITS",NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1018",1996052802,5,28,1996,7,23,1997,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Italy",0,NA,NA,NA,7,13,NA,"TRADE WITH CUBA",1,6,NA,NA,"1",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"1019",1996052803,5,28,1996,NA,NA,NA,3,20,2008,"United States of America",NA,NA,NA,NA,2,"Canada",0,NA,NA,NA,7,13,NA,"TRADE WITH CUBA",1,3,6,NA,NA,"PROVISION FOR LAWSUITS",1,1,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,3,"14","1997","2","8","PROVISION FOR LAWSUITS",NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1020",1996060601,6,6,1996,6,27,1996,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"China",0,NA,NA,NA,8,13,NA,NA,1,2,NA,NA,"10",NA,NA,NA,"1",NA,NA,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,8,1.51714622188741,NA,NA,1.51714622188741,"United States of America"
"1021",1996062701,6,27,1996,7,11,1996,NA,NA,NA,"Israel",NA,NA,NA,NA,666,"Syria",0,NA,NA,NA,10,NA,NA,NA,1,5,NA,NA,"1",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,NA,NA,NA,NA,"Israel"
"1022",1996069901,6,NA,1996,6,20,1996,NA,NA,NA,"Mexico",NA,NA,NA,NA,70,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,4,NA,NA,"4",NA,2,1,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,-0.491732492808361,NA,NA,-0.491732492808361,"Mexico"
"1023",1996069902,6,NA,1996,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Mexico",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,1,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,10,NA,"1996","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,-9,-9,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1024",1996072201,7,22,1996,NA,NA,NA,3,30,1998,"Russia",NA,NA,NA,NA,365,NA,0,NA,NA,NA,13,NA,NA,NA,1,6,5,NA,NA,NA,2,1,"3",NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Russia"
"1025",1996080101,8,1,1996,1,23,1999,NA,NA,NA,"Tanzania","Kenya","Ethiopia","Rwanda","Democratic Republic of the Congo",510,"Burundi",1,"3760",1,NA,3,8,NA,NA,1,8,NA,NA,"3 6",NA,2,3,"1 2",NA,3,3,NA,NA,NA,1,NA,NA,1,8,"1","1996","6","2 5",NA,NA,"3",NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,6,6,4,3.52602493658318,3.52799501050844,NA,3.52700997354581,"Tanzania,Kenya,Ethiopia,Rwanda,Democratic Republic of the Congo"
"1026",1996080701,8,7,1996,NA,NA,NA,9,27,2007,"United States of America",NA,NA,NA,NA,2,"Turkey",0,NA,NA,NA,7,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,NA,NA,NA,NA,"United States of America"
"1027",1996082201,8,22,1996,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Germany",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,"22","1996","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"1028",1996082202,8,22,1996,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Japan",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,"22","1996","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"1029",1996110901,11,9,1996,NA,NA,NA,NA,NA,NA,"China",NA,NA,NA,NA,710,"United States of America",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,"9","1996","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"China"
"1030",1996111801,11,18,1996,5,NA,1998,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Panama",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"United States of America"
"1031",1996111802,11,18,1996,5,NA,1998,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Honduras",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"United States of America"
"1032",1996111803,11,18,1996,5,NA,1998,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Belize",0,NA,NA,NA,12,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"United States of America"
"1033",1996111804,11,29,1996,11,11,2005,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Saudi Arabia",1,"4580",0,NA,7,NA,NA,NA,1,6,NA,NA,"10",NA,2,3,"1",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,"5","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"1034",1996121301,12,13,1996,NA,NA,NA,NA,NA,NA,"Mexico",NA,NA,NA,NA,70,"United States of America",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,"13","1996","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,-9,-9,NA,-0.440056398317161,NA,-0.440056398317161,"Mexico"
"1035",1996122101,12,21,1996,NA,NA,NA,12,30,1999,"France","Germany","Austria","Italy",NA,NA,"Switzerland",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,"21","1996","4","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"France,Germany,Austria,Italy"
"1036",1997021701,2,17,1997,6,2,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Norway",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,1,2,"2",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,-0.491732492808361,NA,NA,-0.491732492808361,""
"1037",1997021801,2,18,1997,NA,NA,NA,11,24,1997,"United States of America",NA,NA,NA,NA,2,"Australia",0,NA,NA,NA,13,NA,NA,NA,1,4,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"1038",1997030501,3,5,1997,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Germany",0,NA,NA,NA,7,13,NA,"trade with 3rd party",1,6,NA,NA,"10",NA,1,1,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"1039",1997031001,3,10,1997,4,25,1997,NA,NA,NA,"Indonesia",NA,NA,NA,NA,850,"Australia",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"10","1997","1","3",NA,NA,"0",NA,NA,NA,1,"3","bln. AUD",1997,1,NA,NA,NA,7,8,2,NA,-0.440056398317161,NA,-0.440056398317161,"Indonesia"
"1040",1997031601,3,16,1997,3,12,1999,NA,NA,NA,"Russia",NA,NA,NA,NA,365,"Czech Republic",0,NA,NA,NA,7,NA,NA,NA,1,4,NA,NA,"10",NA,2,1,"1",NA,NA,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,1.51714622188741,NA,NA,1.51714622188741,"Russia"
"1041",1997040701,4,7,1997,7,22,2001,NA,NA,NA,"Brazil",NA,NA,NA,NA,140,NA,1,"4580",1,NA,13,NA,NA,NA,1,6,8,NA,NA,NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,2,-0.491732492808361,NA,NA,-0.491732492808361,"Brazil"
"1042",1997040801,4,8,1997,5,22,1997,NA,NA,NA,"China",NA,NA,NA,NA,710,"Denmark",0,NA,NA,NA,7,NA,NA,NA,1,6,NA,NA,"1",NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,NA,NA,NA,NA,"China"
"1043",1997042501,4,25,1997,10,6,1998,NA,NA,NA,NA,NA,NA,NA,NA,1000,"China",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,-0.491732492808361,NA,NA,-0.491732492808361,"NA"
"1044",1997042502,4,25,1997,5,8,2002,NA,NA,NA,NA,NA,NA,NA,NA,1000,"Egypt",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,11,"28","1997","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,4,6,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"NA"
"1045",1997042503,4,25,1997,NA,NA,NA,6,6,2012,NA,NA,NA,NA,NA,1000,"India",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,11,"28","1997","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"NA"
"1046",1997042504,4,25,1997,7,29,1998,NA,NA,NA,NA,NA,NA,NA,NA,1000,"Turkey",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,8,-0.491732492808361,NA,NA,-0.491732492808361,"NA"
"1047",1997042505,4,25,1997,5,8,2002,NA,NA,NA,NA,NA,NA,NA,NA,1000,"Pakistan",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,11,"28","1997","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,4,6,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"NA"
"1048",1997042506,4,25,1997,10,6,1998,NA,NA,NA,NA,NA,NA,NA,NA,1000,"Indonesia",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,-0.491732492808361,NA,NA,-0.491732492808361,"NA"
"1049",1997043001,4,30,1997,9,2,1997,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Ecuador",0,NA,NA,NA,13,NA,NA,NA,1,4,8,NA,"1",NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,8,NA,NA,NA,NA,"United States of America"
"1050",1997052201,5,22,1997,12,22,2001,NA,NA,NA,"United States of America","Russia",NA,NA,NA,2,"Afghanistan",1,"4400",1,NA,10,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,"22","1997","2 4 6","1 6 8",NA,NA,"0",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,6,9,1,NA,1.54396930609564,NA,1.54396930609564,"United States of America,Russia"
"1051",1997060401,6,4,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Russia",1,"1830",0,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"4","1997","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,""
"1052",1997060402,6,4,1997,9,26,1997,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"South Africa",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"1053",1997060403,6,4,1997,9,26,1997,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Ukraine",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"1054",1997060404,6,4,1997,9,26,1997,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Russia",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"1055",1997060405,6,4,1997,9,26,1997,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"China",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"1056",1997062801,6,28,1997,NA,NA,NA,9,25,1997,"Canada",NA,NA,NA,NA,20,"China",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"28","1997","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"1057",1997062802,6,28,1997,NA,NA,NA,9,25,1997,"Canada",NA,NA,NA,NA,20,"Mexico",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"28","1997","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"1058",1997062803,6,28,1997,NA,NA,NA,9,25,1997,"Canada",NA,NA,NA,NA,20,"South Africa",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"28","1997","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"1059",1997062804,6,28,1997,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Russia",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"28","1997","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"Canada"
"1060",1997069901,6,NA,1997,6,25,1997,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"China",0,NA,NA,NA,8,NA,NA,NA,1,2,NA,NA,"10",NA,NA,NA,"1",NA,NA,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,8,1.51714622188741,NA,NA,1.51714622188741,"United States of America"
"1061",1997070901,7,9,1997,NA,NA,NA,NA,NA,2005,"United States of America",NA,NA,NA,NA,2,"Syria",0,NA,NA,NA,10,NA,NA,NA,1,3,NA,NA,"2",NA,1,2,"1",NA,NA,1,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"1062",1997080101,8,1,1997,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"China",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"1","1997","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1063",1997082601,8,26,1997,5,3,2001,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Japan",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"26","1997","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,99,8,3,7,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"1064",1997090201,9,2,1997,3,23,1998,NA,NA,NA,"Mexico",NA,NA,NA,NA,70,"United States of America",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,"2","1997","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,7,3,NA,-0.440056398317161,NA,-0.440056398317161,"Mexico"
"1065",1997090801,9,8,1997,12,12,1997,NA,NA,NA,"Germany","France",NA,NA,NA,255,"Iran",1,"1830",0,NA,15,NA,NA,"health issues",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,"8","1997","6 5","3",NA,NA,"0",NA,NA,NA,1,NA,"million dollars",600,1,NA,NA,NA,6,7,3,NA,-0.440056398317161,NA,-0.440056398317161,"Germany,France"
"1066",1997091801,9,18,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,9,"18","1997","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,""
